TransactionDate,Category,DailySalesAmount
2020-08-07,Accessories,215623.29000000004
2023-08-13,Tablets,248010.13999999998
2020-12-06,Accessories,274273.57
2021-06-22,Accessories,209919.94
2024-07-05,TVs,226079.17
2023-10-14,Accessories,267214.07
2022-11-11,Laptops,226966.37
2021-10-21,TVs,230637.34
2022-06-07,Accessories,286381.18
2024-06-13,Accessories,323701.72
2024-03-31,TVs,257688.97999999998
2024-09-09,Laptops,325466.77
2020-12-26,Smartphones,183186.11000000002
2024-03-03,Tablets,235277.05
2021-05-01,TVs,284492.82999999996
2024-01-22,Accessories,248388.8
2020-12-18,Laptops,220060.37
2021-09-02,Laptops,108370.31000000001
2023-02-20,Accessories,262824.27
2022-12-11,Smartphones,287481.77
2020-09-14,Tablets,224685.59000000003
2020-10-28,Tablets,186878.56999999998
2024-11-02,Tablets,174899.34999999998
2020-07-21,TVs,217600.65999999997
2024-09-13,Smartphones,275503.64
2021-10-19,Tablets,288196.1
2024-03-29,Smartphones,261472.79000000004
2024-04-06,Tablets,297758.36000000004
2024-07-26,Smartphones,268992.47000000003
2022-11-01,Accessories,314145.26
2022-04-23,Tablets,282811.31
2022-02-03,Smartphones,253895.98999999996
2024-09-30,TVs,303981.83999999997
2020-11-10,Tablets,266636.13999999996
2024-11-30,Accessories,348683.31000000006
2021-06-19,Laptops,155658.50000000003
2023-06-17,Smartphones,126009.09
2023-08-03,Tablets,142890.51
2024-11-06,TVs,156002.6
2022-04-26,Accessories,306485.32
2021-06-22,TVs,262860.22
2023-10-10,Smartphones,288420.26
2022-08-09,Smartphones,136052.81
2021-12-27,TVs,184469.96
2022-04-12,Accessories,135521.14
2022-03-06,Tablets,191239.50000000003
2021-09-10,Tablets,253305.83000000002
2023-01-01,Tablets,395138.02
2022-07-12,Tablets,240913.49
2023-09-01,TVs,229809.87
2020-08-09,Smartphones,313471.2
2023-06-29,Smartphones,273120.81999999995
2022-11-02,TVs,280161.51
2025-06-19,Accessories,424013.54000000004
2024-08-14,Laptops,264507.01
2025-04-17,Accessories,208041.85
2020-12-12,Tablets,274900.79
2021-06-01,Tablets,237212.71999999997
2023-05-09,Tablets,204219.19
2024-06-18,Laptops,234111.5
2025-02-03,Laptops,251663.71
2021-12-29,Smartphones,212820.21000000002
2021-04-09,Smartphones,181141.53999999998
2021-03-15,Laptops,309594.85
2022-07-28,Accessories,283097.53
2024-08-27,Tablets,162026.92
2024-03-18,Accessories,240213.61
2025-04-15,Laptops,268692.58
2020-12-08,TVs,289742.05
2022-01-25,Tablets,179347.81000000003
2025-05-25,TVs,229730.85
2021-05-21,Accessories,304802.72000000003
2025-06-01,TVs,266172.22
2020-09-04,TVs,210533.00999999998
2025-05-15,Smartphones,196547.28999999998
2025-01-02,TVs,160442.53
2022-08-21,TVs,202054.16999999998
2022-09-15,Tablets,291697.69000000006
2023-07-03,Accessories,343898.69
2025-04-28,Accessories,234601.88999999998
2025-06-18,Smartphones,295298.32999999996
2024-06-13,Laptops,346458.69
2023-07-26,Smartphones,156231.27
2022-05-27,TVs,182768.95
2022-07-30,Smartphones,254107.94999999995
2022-04-03,Laptops,267186.5
2024-07-01,Laptops,251451.66
2023-11-08,Smartphones,294967.18999999994
2022-07-30,TVs,140926.45
2020-09-28,TVs,222851.88
2020-12-11,Smartphones,337529.11
2021-04-13,Accessories,177561.15999999997
2021-10-01,Laptops,209836.15999999997
2020-12-22,Accessories,300619.15
2025-03-01,TVs,218036.74
2022-07-10,Laptops,283118.11
2022-02-10,Smartphones,177538.27999999997
2024-03-16,TVs,269443.12
2024-04-02,Laptops,164785.02999999997
2022-04-07,Laptops,186748.15999999997
2023-10-15,Tablets,304559.0
2022-05-27,Smartphones,303774.52999999997
2024-09-07,Smartphones,229910.45000000004
2020-12-17,Laptops,291730.5
2022-05-04,Laptops,194686.93
2022-04-22,Laptops,265725.18
2021-09-25,Laptops,230788.63
2021-08-05,Smartphones,242943.61000000002
2020-08-07,Laptops,271798.22
2022-01-24,Accessories,178578.36999999997
2024-10-30,Smartphones,297850.48
2024-03-23,Smartphones,144974.29
2021-12-04,Smartphones,194647.15
2024-02-10,Smartphones,179779.93
2023-06-22,Laptops,306447.19
2023-12-25,Accessories,254425.74
2023-07-21,Tablets,226712.78999999998
2023-10-11,Laptops,200273.16
2025-06-15,TVs,207750.54
2024-09-21,Laptops,318137.96
2021-09-30,Laptops,225388.66000000003
2020-07-20,Tablets,223764.09999999998
2024-04-25,TVs,384278.5
2022-12-17,Tablets,231867.6
2025-04-15,Accessories,182020.39
2024-03-30,Smartphones,293862.67000000004
2024-07-23,Tablets,208131.29000000004
2022-03-01,Smartphones,190775.28000000003
2023-02-02,Laptops,238985.22999999998
2022-02-08,TVs,139829.0
2020-09-02,Accessories,274324.87000000005
2020-11-03,Smartphones,181011.66
2023-09-12,Tablets,275884.69
2021-10-26,TVs,146310.81
2023-10-18,Smartphones,224265.78000000003
2021-07-13,Laptops,249855.88999999998
2023-07-14,TVs,238753.23
2023-07-26,Tablets,239136.27
2021-10-06,Smartphones,248310.35000000003
2021-01-25,Accessories,168333.59000000003
2023-12-16,TVs,216112.1
2024-07-30,Laptops,328433.95
2021-02-27,Smartphones,382106.69
2020-09-05,TVs,137202.57000000004
2024-11-06,Smartphones,203983.84000000003
2023-04-25,Laptops,155830.83000000002
2023-09-22,Accessories,300025.07
2025-01-05,Smartphones,327982.14
2023-02-11,Accessories,257628.4
2023-09-22,TVs,212584.38999999998
2024-11-11,TVs,189530.05000000002
2021-04-08,TVs,216715.54
2022-12-27,Smartphones,320249.75
2021-07-23,TVs,298621.25
2021-01-13,Laptops,281282.19999999995
2020-11-14,Tablets,270299.11
2020-12-14,Smartphones,225295.8
2022-02-08,Smartphones,265731.64
2021-02-03,Smartphones,210642.83
2023-03-03,Smartphones,233963.56999999998
2022-10-28,TVs,228373.25000000003
2023-03-22,Smartphones,302627.61
2020-09-18,Laptops,237141.72999999998
2022-11-09,TVs,192392.45
2024-05-20,Laptops,190722.52999999997
2020-08-06,Smartphones,294466.54000000004
2020-08-24,Laptops,138713.0
2022-10-14,Accessories,186770.53
2021-05-15,Smartphones,218873.62000000002
2022-04-28,Smartphones,213172.28999999998
2021-08-21,Smartphones,264613.18000000005
2023-05-13,TVs,352605.63
2021-03-24,Smartphones,280492.12
2021-08-15,Accessories,179137.46
2020-08-21,Tablets,237967.71
2020-09-16,Laptops,312152.03
2024-08-25,TVs,203641.24999999997
2023-05-07,Tablets,246589.51
2021-03-31,Accessories,219404.36999999997
2024-01-20,TVs,257910.04
2023-08-14,Smartphones,264364.13
2022-06-10,Accessories,256341.31
2023-08-01,Tablets,351398.13
2021-02-25,Accessories,305811.54000000004
2023-02-27,TVs,293348.58
2021-02-13,Accessories,206321.37
2023-07-15,TVs,252922.44
2023-04-18,Laptops,253599.04
2025-02-26,Accessories,280135.17000000004
2024-06-27,Laptops,243661.15999999997
2024-06-08,TVs,394314.3900000001
2021-11-20,Laptops,198389.16999999998
2024-01-11,TVs,165008.87
2024-05-25,Smartphones,247241.30000000002
2024-11-09,Smartphones,282035.26999999996
2022-09-14,Accessories,263606.04
2023-06-10,Laptops,198214.72999999998
2022-10-30,Laptops,278113.97000000003
2024-07-08,TVs,285231.94
2022-10-23,Tablets,193215.44
2021-07-13,Accessories,252151.08999999997
2021-04-30,Laptops,266225.7100000001
2023-04-07,Tablets,253424.67
2022-10-03,Laptops,309301.05
2021-11-10,Smartphones,312562.59
2021-04-25,TVs,257628.92
2022-12-03,Tablets,169054.32
2025-04-15,Tablets,273271.57
2020-08-07,Tablets,311927.08
2024-08-09,Laptops,142668.22
2025-01-17,Laptops,223334.13999999996
2023-04-06,Accessories,136480.88999999998
2024-06-25,Tablets,253550.86999999997
2022-11-23,Accessories,356040.18000000005
2023-05-13,Accessories,244726.27000000002
2022-09-28,Tablets,294246.82999999996
2022-08-02,TVs,370976.57999999996
2024-06-03,Smartphones,310489.58
2021-12-24,Smartphones,351145.14999999997
2021-03-29,Smartphones,303300.18000000005
2024-07-28,Accessories,215296.21000000002
2025-03-08,Tablets,242504.17
2021-03-19,Tablets,183025.34000000003
2025-05-22,Accessories,229367.96
2023-01-20,Accessories,239750.31
2021-08-29,Laptops,175952.03999999998
2021-02-28,Tablets,180629.22000000003
2021-11-11,Tablets,366830.15
2024-03-01,Accessories,358267.81999999995
2022-12-18,Laptops,290229.93
2023-04-02,Accessories,202408.66
2021-07-01,Laptops,169605.65000000002
2025-02-24,Accessories,233878.90000000002
2021-03-04,Smartphones,273287.68999999994
2025-02-22,Accessories,249642.23
2024-06-16,Tablets,175038.32999999996
2022-06-26,Smartphones,279840.51
2021-01-25,Smartphones,226013.89
2023-12-15,Accessories,217440.44999999998
2020-10-05,Tablets,247000.55
2023-03-24,Accessories,261543.51
2020-10-13,Laptops,170119.38
2023-11-06,Tablets,212926.66999999998
2021-06-24,Tablets,301152.5
2022-07-06,Tablets,251456.58999999997
2021-08-14,TVs,258565.44
2023-06-03,Laptops,235058.83000000002
2022-08-16,Accessories,271391.29
2024-04-10,Accessories,199709.03
2023-05-22,Laptops,261329.57
2021-01-21,Laptops,243331.2
2024-04-29,Tablets,298606.2299999999
2021-01-01,Accessories,238899.00000000003
2023-04-21,Laptops,283075.76
2024-10-18,Smartphones,263171.87
2023-08-14,Laptops,148160.13
2023-12-30,Accessories,238183.72000000003
2020-07-27,Smartphones,212704.38
2022-05-03,Laptops,253026.0
2020-11-15,Tablets,330891.92000000004
2023-05-14,TVs,211654.82
2025-04-09,Laptops,230716.28000000003
2024-09-28,TVs,322356.0
2022-05-20,TVs,245346.03999999998
2022-11-19,Tablets,349378.68
2024-01-16,Laptops,305838.84
2021-05-10,Accessories,267501.33
2025-03-21,TVs,142913.68
2025-04-20,Smartphones,470023.06999999995
2023-08-28,TVs,218210.28
2023-09-04,Accessories,250972.28000000003
2023-02-22,Laptops,252097.97999999998
2024-02-19,TVs,314035.94
2024-06-18,TVs,167331.76999999996
2024-04-19,Laptops,239415.37
2024-08-30,Accessories,223144.39
2021-04-06,TVs,215924.59000000003
2023-02-24,Tablets,433633.4700000001
2025-05-15,TVs,201819.2
2020-06-24,TVs,255478.90999999997
2024-10-10,Smartphones,245875.88
2023-08-23,Tablets,310248.51
2021-05-31,TVs,282067.89
2023-08-27,Tablets,245655.86
2023-02-01,Tablets,205017.56
2022-06-02,Accessories,203626.01
2021-06-18,TVs,254010.51
2022-11-27,Laptops,247075.44
2021-08-13,Accessories,245646.75
2021-12-12,Laptops,336436.75999999995
2025-05-06,TVs,225614.16000000003
2022-12-19,Laptops,233445.46000000005
2022-02-26,Tablets,159098.58
2020-09-23,Laptops,199618.18
2022-02-25,Tablets,286053.26999999996
2025-02-05,Tablets,236974.77000000002
2024-08-24,Laptops,193616.80999999997
2022-03-27,Smartphones,268636.97
2021-01-11,Smartphones,275697.04000000004
2022-01-28,Smartphones,258391.84999999995
2022-04-10,Accessories,285459.89
2025-02-05,Accessories,341421.88000000006
2022-08-24,Laptops,360809.25
2022-04-18,TVs,312900.16000000003
2023-08-10,Laptops,257530.27000000002
2024-07-20,Tablets,178217.36
2021-12-19,Laptops,260138.77999999997
2024-10-07,TVs,253114.61
2023-07-29,Smartphones,330984.87000000005
2025-06-10,Accessories,270421.84
2024-04-07,Tablets,315745.11000000004
2024-01-18,TVs,272231.18
2024-06-26,Laptops,203704.49
2021-08-18,TVs,311149.56
2025-01-07,Laptops,297120.25
2022-06-22,Smartphones,308326.55999999994
2024-09-07,Laptops,179686.87
2025-04-12,Tablets,323785.26
2023-03-20,Laptops,220658.39
2021-01-19,Accessories,267519.61
2022-03-29,TVs,222818.16000000003
2022-01-23,Laptops,247422.16
2023-11-15,TVs,300445.94999999995
2024-09-08,Laptops,270268.93
2024-09-14,Laptops,203690.21000000002
2020-10-18,Smartphones,182265.4
2024-08-13,Smartphones,251880.07
2024-07-06,TVs,164886.86000000002
2020-09-03,Tablets,254188.49000000002
2024-01-13,Laptops,311856.75999999995
2023-09-20,Accessories,301904.31
2023-10-14,Smartphones,273684.37
2021-08-28,Accessories,189589.36
2024-05-06,Laptops,260268.85
2020-11-14,Laptops,257853.54000000004
2024-09-26,Tablets,191731.28
2025-02-24,TVs,222790.6
2024-07-30,Smartphones,380523.94999999995
2021-09-01,Accessories,205839.08000000002
2023-06-19,Laptops,314407.66
2023-01-09,Laptops,286533.61
2023-01-23,Tablets,190630.39
2023-12-19,Laptops,208451.81
2022-07-31,TVs,268118.24000000005
2024-01-14,Laptops,311724.94999999995
2020-10-08,Smartphones,189313.12000000002
2022-10-15,Tablets,386186.45999999996
2023-03-18,Laptops,159298.94
2021-12-02,Accessories,354495.34
2023-09-03,Tablets,267055.63
2021-10-18,TVs,307879.62000000005
2023-08-03,Accessories,289556.07
2023-04-14,Tablets,274318.91
2022-08-11,TVs,288995.95
2025-05-12,Tablets,258602.09
2023-01-08,TVs,213293.2
2022-07-21,Smartphones,209460.48999999996
2020-09-17,Laptops,238591.46999999994
2022-02-04,Tablets,288753.28
2021-01-21,Smartphones,303203.75
2024-08-17,Accessories,304867.56999999995
2022-03-04,Laptops,303992.54000000004
2025-05-04,Tablets,322619.06
2024-11-07,Tablets,288258.84
2021-07-03,Smartphones,246873.68999999997
2024-11-21,Tablets,207602.99000000002
2021-03-05,Tablets,200644.5
2021-11-19,Accessories,306131.93
2021-09-10,Smartphones,237925.69000000003
2025-01-12,Smartphones,139414.58000000002
2022-04-11,Smartphones,241033.99000000002
2021-07-18,Tablets,319655.59
2020-07-16,Laptops,280052.8
2022-02-02,TVs,226285.41999999998
2024-04-08,TVs,325309.21
2022-08-06,Smartphones,189284.97999999998
2025-04-01,Laptops,205975.16999999998
2024-10-06,Accessories,215023.55
2024-05-15,Tablets,338100.35
2024-05-25,Tablets,120979.50999999998
2021-04-10,Tablets,217662.7
2023-05-13,Tablets,212875.32
2024-12-19,Tablets,233907.29
2023-05-23,Laptops,228779.62
2020-12-14,Laptops,231401.09999999998
2021-11-21,TVs,224851.21000000002
2021-07-09,TVs,246233.15000000002
2025-05-05,TVs,230664.72999999998
2023-10-31,Laptops,240459.89000000004
2020-09-18,TVs,251278.69
2021-06-04,Smartphones,239521.5
2020-11-18,Laptops,266608.50999999995
2020-06-21,Laptops,199771.19000000003
2024-05-01,Accessories,244135.78
2024-05-10,Laptops,273290.55
2024-11-22,Tablets,289167.22
2021-04-08,Smartphones,292638.04000000004
2024-03-20,Tablets,127537.08
2023-08-05,Laptops,253433.56
2021-02-28,Laptops,262999.33
2021-03-08,Accessories,265399.23
2024-03-12,TVs,273702.38
2021-07-22,Laptops,266728.8
2024-09-24,Accessories,222903.09999999998
2025-02-25,TVs,297887.27
2023-09-17,Laptops,201074.25000000003
2021-03-18,TVs,336917.30000000005
2021-05-21,Tablets,293988.72
2021-09-21,Tablets,329359.49000000005
2025-03-07,Smartphones,293409.85
2023-10-22,Tablets,229082.84
2022-07-22,Tablets,204505.26
2023-08-31,Laptops,276240.66000000003
2024-11-26,Laptops,235417.87
2022-05-31,Smartphones,235839.55
2023-06-11,Laptops,296424.45999999996
2023-07-23,Accessories,366885.29000000004
2020-10-03,Laptops,278000.85
2022-01-02,TVs,197785.84000000003
2024-01-26,Tablets,256563.34999999998
2025-02-27,Laptops,392393.64
2020-10-09,Tablets,339163.05
2025-05-27,Smartphones,262176.72000000003
2022-04-26,Laptops,143165.74
2022-09-27,TVs,209812.65
2023-09-12,TVs,189299.13
2025-05-13,Accessories,234241.70999999996
2021-12-30,Tablets,276807.4199999999
2022-10-14,TVs,184366.07
2023-12-15,Smartphones,302220.55000000005
2022-10-04,Smartphones,258517.92000000004
2024-12-26,Laptops,211761.34000000003
2025-01-11,Tablets,181145.6
2025-01-24,Tablets,230635.08000000002
2024-11-23,Tablets,169409.06
2021-12-19,Smartphones,216433.46000000002
2024-05-03,TVs,139061.73
2022-01-30,Smartphones,269544.11
2022-03-19,Laptops,258253.28999999998
2023-08-08,Smartphones,234809.45
2022-03-27,Tablets,168942.06000000003
2024-02-07,Tablets,226988.53
2024-04-01,Tablets,274024.08
2023-08-06,Laptops,321291.24999999994
2024-04-08,Laptops,242594.29
2023-03-01,Accessories,302380.24
2020-11-25,TVs,232052.07
2021-06-05,Tablets,265783.45
2024-12-10,TVs,189866.59
2021-04-27,Accessories,294501.8
2022-05-03,Accessories,319674.99000000005
2023-11-21,TVs,213658.28
2023-10-29,Laptops,183710.56000000003
2021-04-11,Laptops,252669.61
2022-08-02,Smartphones,236666.72999999998
2021-02-08,Accessories,222206.12
2024-01-14,Smartphones,311351.77
2022-11-06,Smartphones,322760.77
2022-01-26,Tablets,199238.1
2022-09-09,Laptops,224180.59
2020-07-10,TVs,246738.3
2024-04-23,Laptops,273783.81
2024-06-28,TVs,285232.4000000001
2023-04-17,Accessories,267756.63999999996
2025-03-20,Smartphones,263155.70000000007
2021-11-13,Accessories,303258.16
2021-02-19,Tablets,225564.91
2023-04-07,Laptops,212705.88000000003
2021-05-26,Accessories,267068.37
2022-02-12,Tablets,225440.18000000002
2024-09-05,Accessories,269258.85
2023-10-16,Laptops,233826.38999999998
2021-12-18,TVs,270639.32
2025-01-26,Laptops,202799.90000000002
2024-11-05,Laptops,186653.86
2023-09-23,Smartphones,241005.31
2024-08-17,TVs,237946.91
2024-09-26,Smartphones,242781.83
2024-03-03,Smartphones,331719.63
2021-01-14,TVs,199505.14
2021-08-12,Tablets,233941.43
2023-01-05,Accessories,189642.91999999998
2023-12-20,Smartphones,319756.14
2022-07-09,Tablets,243705.43
2025-04-16,Accessories,221795.90999999997
2022-07-09,TVs,192819.15
2024-06-23,Accessories,272872.76
2020-12-29,Tablets,147840.38999999998
2020-12-02,Accessories,252981.93
2022-11-04,TVs,268701.31
2022-08-27,Accessories,278258.69999999995
2022-07-15,Smartphones,217570.58000000002
2024-01-26,Smartphones,232389.62
2025-03-04,Smartphones,242561.57
2021-01-21,TVs,222396.87
2025-02-06,Smartphones,277936.47000000003
2024-12-20,TVs,287418.64
2024-05-11,Accessories,258609.07
2022-05-27,Tablets,202199.71
2024-02-21,Tablets,236639.27999999997
2024-09-01,Tablets,359209.85
2025-01-06,Accessories,310205.19
2024-01-16,Accessories,339326.99
2024-08-11,Smartphones,333815.05
2025-05-12,Smartphones,220099.27
2023-11-21,Laptops,290743.33
2023-11-16,Accessories,184921.69
2024-10-12,TVs,280042.31
2025-03-17,Laptops,301426.33999999997
2024-01-01,Smartphones,259720.82
2021-05-24,Smartphones,282394.0
2023-02-05,Accessories,291913.47
2022-12-26,Tablets,290368.57
2023-09-10,Smartphones,202775.9
2021-05-29,TVs,279670.19
2023-11-22,Smartphones,242257.73000000004
2020-09-17,Accessories,235972.93000000002
2022-07-04,Accessories,291440.33999999997
2023-03-08,Laptops,272307.48
2024-10-28,Tablets,245658.88000000003
2025-01-09,Accessories,223226.7
2020-08-10,Accessories,239161.47
2023-05-01,Smartphones,86725.62000000001
2024-10-30,TVs,190500.62999999998
2022-07-03,Laptops,293013.58999999997
2021-06-28,Accessories,300028.05
2022-02-15,Tablets,264911.34
2022-02-24,Accessories,236571.56000000003
2021-07-03,TVs,267554.96
2024-06-21,Smartphones,174437.77999999997
2024-07-27,Tablets,376306.59
2021-05-16,Tablets,196146.51999999996
2021-04-26,Smartphones,182392.95
2024-02-20,TVs,280372.14
2021-07-15,Tablets,159481.31
2023-09-20,Smartphones,259052.6
2021-12-11,Tablets,252140.31
2024-11-10,TVs,257530.59999999998
2023-11-27,Smartphones,294421.04
2021-12-05,Laptops,199811.16
2021-01-04,Laptops,193712.41999999998
2022-09-22,Laptops,252570.35000000003
2022-07-24,TVs,166073.88
2020-08-14,Tablets,286333.65
2022-03-05,TVs,186685.77999999997
2024-08-23,Smartphones,279844.55
2021-02-14,Tablets,315909.94000000006
2023-07-31,Smartphones,264392.28
2022-03-02,Smartphones,245535.91000000003
2024-11-15,Laptops,405708.75999999995
2021-08-06,Tablets,257567.45
2023-03-05,Laptops,236358.23000000004
2021-02-15,Laptops,318301.31000000006
2023-02-28,Accessories,254592.46999999997
2024-11-01,Laptops,236111.56
2024-06-10,Smartphones,339711.76
2021-02-05,Accessories,169892.0
2025-05-23,Laptops,329577.58
2021-03-30,Accessories,186143.7
2022-05-21,Smartphones,192834.86
2021-03-04,Laptops,233367.06
2022-04-08,Laptops,163371.91
2022-09-09,Accessories,213667.18
2022-05-04,Accessories,194550.9
2020-11-05,TVs,227592.3
2021-10-23,Accessories,253955.69999999998
2022-06-23,Smartphones,297061.67
2022-04-04,TVs,281139.83999999997
2020-09-07,TVs,223851.27999999997
2024-11-25,Tablets,246968.7
2023-09-28,Laptops,229301.1
2025-03-12,Accessories,247538.87
2024-10-24,Laptops,300118.83999999997
2024-02-29,Tablets,206504.8
2022-03-30,TVs,351552.04
2021-02-02,Laptops,255600.27
2022-04-01,Accessories,319358.29
2021-08-08,Laptops,333858.25000000006
2020-09-21,Tablets,238328.81999999998
2020-06-29,TVs,122846.13
2021-08-10,Tablets,299509.98
2022-07-23,Accessories,197381.93
2022-02-21,Tablets,307288.38
2024-06-28,Accessories,306287.85000000003
2021-02-22,Smartphones,259760.97000000003
2022-12-14,Laptops,206936.83
2020-12-04,Smartphones,316892.28
2022-08-17,Smartphones,353592.82999999996
2025-04-16,Laptops,257231.68000000002
2022-02-13,Smartphones,245923.36000000002
2021-03-01,Laptops,148513.59000000003
2021-06-12,Laptops,188656.12
2022-08-08,Tablets,203353.98999999996
2022-07-28,TVs,338044.29
2022-01-30,Laptops,170701.94
2021-05-05,Laptops,212311.35
2022-03-20,Accessories,211255.48999999996
2021-06-12,TVs,271214.43
2023-11-26,Accessories,233657.44999999995
2021-04-12,TVs,269392.96
2020-12-01,Tablets,238838.50999999995
2023-07-01,Accessories,245974.72
2022-06-05,Tablets,291257.54000000004
2022-04-17,Accessories,285007.92
2023-11-13,Laptops,253747.74000000002
2024-12-20,Tablets,249221.27000000002
2024-11-16,Accessories,260483.78000000003
2020-06-28,Laptops,226878.85000000003
2023-03-24,Tablets,257100.44
2021-08-10,Smartphones,205478.83
2023-03-13,TVs,333921.07999999996
2022-03-23,Accessories,297522.56999999995
2025-03-22,Laptops,218268.0
2022-04-15,TVs,203068.12000000005
2022-10-16,Laptops,158846.24
2023-08-06,TVs,362521.95
2021-06-02,Accessories,247723.98
2024-01-11,Accessories,165654.33
2022-03-02,Tablets,155853.16
2022-03-11,Smartphones,203676.1
2021-12-31,Laptops,286710.31
2022-01-14,Accessories,221249.15999999997
2023-08-22,Laptops,244921.00999999998
2021-01-15,Tablets,253494.08
2022-07-07,Accessories,240572.06
2021-04-01,TVs,209915.88
2023-08-01,Smartphones,221922.11999999997
2021-02-16,Smartphones,355600.68
2024-05-16,Laptops,149304.18
2023-04-12,Smartphones,279054.38
2024-10-22,Smartphones,271227.11
2021-09-02,Smartphones,295647.02
2025-04-11,Accessories,216676.93
2025-06-17,Accessories,327130.60000000003
2024-10-17,Tablets,176232.3
2024-04-14,Smartphones,256464.7
2025-04-06,Accessories,257779.32
2023-09-02,Laptops,325064.94999999995
2024-09-05,TVs,284580.31
2023-06-12,Tablets,171787.81
2023-06-21,Tablets,337129.6699999999
2022-03-19,Smartphones,221956.18999999997
2020-09-27,Smartphones,213735.94
2022-10-05,Tablets,178759.73
2023-04-01,Tablets,300579.81
2025-06-03,Smartphones,242301.0
2025-01-06,TVs,239206.68000000005
2021-07-18,Laptops,270679.64
2022-11-10,Accessories,317102.24
2020-11-15,Accessories,108944.58999999998
2022-12-15,TVs,213702.37
2022-02-22,Accessories,285004.6
2022-12-01,Tablets,296054.68000000005
2024-04-18,TVs,178293.37
2022-10-04,Laptops,262049.12
2021-08-17,Smartphones,169227.94999999998
2022-07-12,Laptops,247768.00000000003
2021-03-02,Smartphones,197401.09000000003
2021-06-01,Accessories,231950.52
2024-09-15,Smartphones,277677.75
2021-05-18,Tablets,285552.02
2022-05-09,Accessories,255919.59
2023-09-14,Accessories,278044.5
2022-09-24,Smartphones,312264.06
2021-09-30,Tablets,248575.18
2023-12-08,TVs,199942.32
2024-07-04,Laptops,228856.31
2025-06-08,Tablets,310925.11
2023-05-05,Smartphones,269474.46
2023-10-19,Tablets,177153.54
2024-04-17,TVs,343173.51
2022-09-24,TVs,219271.12
2024-01-05,Laptops,310818.06999999995
2020-06-22,Accessories,272544.57999999996
2020-09-03,Accessories,120115.43
2024-07-12,TVs,331128.12
2023-04-29,Tablets,287316.1099999999
2021-07-11,Laptops,297216.67000000004
2021-04-02,Laptops,168965.41000000003
2023-07-24,Tablets,345858.38
2023-07-21,Accessories,258802.29000000004
2024-10-20,Accessories,245869.12
2024-12-10,Accessories,207118.9
2024-04-12,Tablets,187048.67999999996
2022-05-23,Laptops,238556.89
2024-10-09,Accessories,310110.82
2024-08-27,TVs,337131.34
2022-04-28,Accessories,270426.77
2021-07-21,Accessories,209038.96000000002
2023-07-06,TVs,267113.73000000004
2025-03-30,Accessories,205876.86
2021-04-17,TVs,286489.86000000004
2024-04-25,Smartphones,207676.18
2021-10-24,Smartphones,168354.23
2024-11-12,Tablets,268992.53
2025-06-18,Tablets,165054.00999999998
2024-11-06,Laptops,271023.6
2020-07-05,Tablets,250303.82
2020-11-23,Smartphones,319052.36
2022-01-12,TVs,202945.61
2022-12-23,TVs,212906.59
2022-06-18,Accessories,199177.84000000003
2021-11-27,Smartphones,242845.45000000004
2023-02-11,Laptops,250182.39
2021-01-19,Tablets,231597.50999999998
2020-11-19,Smartphones,200737.35
2020-08-30,Smartphones,212122.52
2024-12-29,Tablets,157245.91999999998
2024-01-01,Accessories,213655.83999999997
2025-05-16,Laptops,260771.27999999997
2024-08-19,TVs,362965.23
2022-10-07,Accessories,263205.6
2022-08-04,Laptops,273898.14
2021-07-04,TVs,279507.53
2022-04-12,Smartphones,253017.92999999996
2025-02-27,Tablets,284594.64
2021-05-20,Smartphones,308982.58
2021-10-17,Tablets,276270.93000000005
2023-02-13,Accessories,278710.55
2024-08-22,Smartphones,234298.95
2022-03-06,TVs,194487.54000000004
2021-07-06,Tablets,170446.53
2023-03-06,TVs,198573.37
2021-12-28,Tablets,405609.31999999995
2023-03-13,Tablets,242321.41999999998
2020-09-17,TVs,354399.5
2024-01-03,Laptops,423630.79000000004
2023-01-31,Tablets,255179.29
2025-05-20,Smartphones,288270.8
2022-11-13,Tablets,163132.83000000002
2021-05-28,Tablets,284091.08999999997
2024-09-27,TVs,242875.16999999998
2025-01-23,Smartphones,197053.78999999998
2024-09-12,Tablets,334233.9
2025-04-04,Tablets,200479.96000000002
2023-06-28,Smartphones,160260.75
2024-06-20,Laptops,350820.95
2023-01-03,Smartphones,214865.27
2022-06-19,Smartphones,281163.18
2024-07-09,Accessories,372557.65
2023-05-24,Accessories,249796.72999999998
2020-07-08,Tablets,240909.43
2021-01-09,Laptops,243786.40999999997
2024-02-17,Smartphones,227870.56
2021-03-05,Laptops,262751.6
2022-08-15,Accessories,219199.79
2021-03-21,Accessories,233691.41999999998
2025-02-16,Accessories,182081.34000000003
2020-07-24,TVs,245971.33
2024-09-24,TVs,203894.84999999998
2025-05-01,Laptops,240902.07
2023-12-09,Tablets,211594.34
2024-10-18,Accessories,284169.05000000005
2024-12-24,Laptops,168426.56
2024-08-11,Accessories,205111.15000000002
2023-10-17,Tablets,296875.56
2021-01-02,Tablets,202613.03999999998
2023-03-03,Tablets,219148.44999999998
2024-08-05,Laptops,280950.9
2025-05-13,Tablets,252912.57
2020-10-18,Accessories,333003.0
2022-12-21,TVs,261651.47999999998
2020-10-14,Smartphones,388021.23
2021-04-18,Tablets,236781.50999999998
2022-10-22,Smartphones,260926.24000000002
2021-08-20,Smartphones,168034.22
2022-04-19,Laptops,319750.37
2023-04-25,Tablets,236088.21
